#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
1591520	1591330	KOG1488	Translational repressor Pumilio/PUF3 and related RNA-binding proteins (Puf superfamily)	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1578778	1578588	KOG1489	Predicted GTP-binding protein (ODN superfamily)	General function prediction only 	POORLY CHARACTERIZED
1285761	1285571	KOG1490	GTP-binding protein CRFG/NOG1 (ODN superfamily)	General function prediction only 	POORLY CHARACTERIZED
1544814	1544624	KOG1491	Predicted GTP-binding protein (ODN superfamily)	General function prediction only 	POORLY CHARACTERIZED
1561052	1560862	KOG1491	Predicted GTP-binding protein (ODN superfamily)	General function prediction only 	POORLY CHARACTERIZED
1275686	1275496	KOG1492	C3H1-type Zn-finger protein	General function prediction only 	POORLY CHARACTERIZED
1581128	1580938	KOG1493	Anaphase-promoting complex (APC), subunit 11	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1581128	1580938	KOG1493	Anaphase-promoting complex (APC), subunit 11	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
923093	922903	KOG1494	NAD-dependent malate dehydrogenase	Energy production and conversion 	METABOLISM
1600196	1600006	KOG1494	NAD-dependent malate dehydrogenase	Energy production and conversion 	METABOLISM
1725811	1725621	KOG1494	NAD-dependent malate dehydrogenase	Energy production and conversion 	METABOLISM
1595318	1595128	KOG1497	COP9 signalosome, subunit CSN4	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1595318	1595128	KOG1497	COP9 signalosome, subunit CSN4	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1283833	1283643	KOG1498	26S proteasome regulatory complex, subunit RPN5/PSMD12	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1552846	1552656	KOG1499	Protein arginine N-methyltransferase PRMT1 and related enzymes	Transcription 	INFORMATION STORAGE AND PROCESSING
1560607	1560417	KOG1499	Protein arginine N-methyltransferase PRMT1 and related enzymes	Transcription 	INFORMATION STORAGE AND PROCESSING
1582136	1581946	KOG1499	Protein arginine N-methyltransferase PRMT1 and related enzymes	Transcription 	INFORMATION STORAGE AND PROCESSING
1552846	1552656	KOG1499	Protein arginine N-methyltransferase PRMT1 and related enzymes	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1560607	1560417	KOG1499	Protein arginine N-methyltransferase PRMT1 and related enzymes	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1582136	1581946	KOG1499	Protein arginine N-methyltransferase PRMT1 and related enzymes	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1552846	1552656	KOG1499	Protein arginine N-methyltransferase PRMT1 and related enzymes	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1560607	1560417	KOG1499	Protein arginine N-methyltransferase PRMT1 and related enzymes	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1582136	1581946	KOG1499	Protein arginine N-methyltransferase PRMT1 and related enzymes	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
530359	530169	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
530640	530450	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
938191	938001	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
938269	938079	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1275664	1275474	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1290752	1290562	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1437812	1437622	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1441531	1441341	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1441559	1441369	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1455266	1455076	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1464494	1464304	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1518029	1517839	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1526139	1525949	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1590717	1590527	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1590732	1590542	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1593008	1592818	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1593319	1593129	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1594198	1594008	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1595080	1594890	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1647552	1647362	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1713622	1713432	KOG1502	Flavonol reductase/cinnamoyl-CoA reductase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1590967	1590777	KOG1504	Ornithine carbamoyltransferase OTC/ARG3	Amino acid transport and metabolism 	METABOLISM
1589122	1588932	KOG1505	Lysophosphatidic acid acyltransferase LPAAT and related acyltransferases	Lipid transport and metabolism 	METABOLISM
1579601	1579411	KOG1506	S-adenosylmethionine synthetase	Coenzyme transport and metabolism 	METABOLISM
1480393	1480203	KOG1507	Nucleosome assembly protein NAP-1	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1492298	1492108	KOG1507	Nucleosome assembly protein NAP-1	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1591408	1591218	KOG1507	Nucleosome assembly protein NAP-1	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1480393	1480203	KOG1507	Nucleosome assembly protein NAP-1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1492298	1492108	KOG1507	Nucleosome assembly protein NAP-1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1591408	1591218	KOG1507	Nucleosome assembly protein NAP-1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1580800	1580610	KOG1509	Predicted nucleic acid-binding protein ASMTL	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1490513	1490323	KOG1514	Origin recognition complex, subunit 1, and related proteins	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
952913	952723	KOG1515	Arylacetamide deacetylase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1277932	1277742	KOG1515	Arylacetamide deacetylase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1279615	1279425	KOG1515	Arylacetamide deacetylase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1436859	1436669	KOG1515	Arylacetamide deacetylase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1589580	1589390	KOG1515	Arylacetamide deacetylase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1589585	1589395	KOG1515	Arylacetamide deacetylase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1593769	1593579	KOG1515	Arylacetamide deacetylase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1593986	1593796	KOG1515	Arylacetamide deacetylase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
343259	343069	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
629614	629424	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
630194	630004	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
887220	887030	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1277052	1276862	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1279173	1278983	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1287526	1287336	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1288894	1288704	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1289657	1289467	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1289675	1289485	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1290502	1290312	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1290512	1290322	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1292991	1292801	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1435032	1434842	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1438064	1437874	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1525107	1524917	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1538119	1537929	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1580084	1579894	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1589814	1589624	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1590957	1590767	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1590962	1590772	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1590963	1590773	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1590964	1590774	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1593984	1593794	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1594387	1594197	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1594729	1594539	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1596498	1596308	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1597400	1597210	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1597401	1597211	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1597402	1597212	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1597963	1597773	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1633438	1633248	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1732989	1732799	KOG1516	Carboxylesterase and related proteins	General function prediction only 	POORLY CHARACTERIZED
1467472	1467282	KOG1517	Guanine nucleotide binding protein MIP1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1287531	1287341	KOG1518	Coproporphyrinogen III oxidase CPO/HEM13	Coenzyme transport and metabolism 	METABOLISM
1502981	1502791	KOG1518	Coproporphyrinogen III oxidase CPO/HEM13	Coenzyme transport and metabolism 	METABOLISM
1277463	1277273	KOG1521	RNA polymerase I and III, subunit RPA40/RPC40	Transcription 	INFORMATION STORAGE AND PROCESSING
1300655	1300465	KOG1522	RNA polymerase II, subunit POLR2C/RPB3	Transcription 	INFORMATION STORAGE AND PROCESSING
1039620	1039430	KOG1523	Actin-related protein Arp2/3 complex, subunit ARPC1/p41-ARC	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1583908	1583718	KOG1525	Sister chromatid cohesion complex Cohesin, subunit PDS5	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1502838	1502648	KOG1526	NADP-dependent isocitrate dehydrogenase	Energy production and conversion 	METABOLISM
1278486	1278296	KOG1527	Uroporphyrin III methyltransferase	Coenzyme transport and metabolism 	METABOLISM
1587705	1587515	KOG1527	Uroporphyrin III methyltransferase	Coenzyme transport and metabolism 	METABOLISM
1441141	1440951	KOG1528	Salt-sensitive 3'-phosphoadenosine-5'-phosphatase HAL2/SAL1	Nucleotide transport and metabolism 	METABOLISM
1441141	1440951	KOG1528	Salt-sensitive 3'-phosphoadenosine-5'-phosphatase HAL2/SAL1	Inorganic ion transport and metabolism 	METABOLISM
1491695	1491505	KOG1529	Mercaptopyruvate sulfurtransferase/thiosulfate sulfurtransferase	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1491678	1491488	KOG1530	Rhodanese-related sulfurtransferase	Inorganic ion transport and metabolism 	METABOLISM
1452569	1452379	KOG1531	F0F1-type ATP synthase, gamma subunit	Energy production and conversion 	METABOLISM
1291952	1291762	KOG1532	GTPase XAB1, interacts with DNA repair protein XPA	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
68383	68193	KOG1533	Predicted GTPase	General function prediction only 	POORLY CHARACTERIZED
1303558	1303368	KOG1534	Putative transcription factor FET5	Transcription 	INFORMATION STORAGE AND PROCESSING
1702832	1702642	KOG1534	Putative transcription factor FET5	Transcription 	INFORMATION STORAGE AND PROCESSING
1527380	1527190	KOG1535	Predicted fumarylacetoacetate hydralase	General function prediction only 	POORLY CHARACTERIZED
1584514	1584324	KOG1535	Predicted fumarylacetoacetate hydralase	General function prediction only 	POORLY CHARACTERIZED
1668607	1668417	KOG1536	Biotin holocarboxylase synthetase/biotin-protein ligase	Coenzyme transport and metabolism 	METABOLISM
1579572	1579382	KOG1537	Homoserine kinase	Amino acid transport and metabolism 	METABOLISM
1738507	1738317	KOG1539	WD repeat protein	General function prediction only 	POORLY CHARACTERIZED
1286878	1286688	KOG1540	Ubiquinone biosynthesis methyltransferase COQ5	Coenzyme transport and metabolism 	METABOLISM
1684532	1684342	KOG1540	Ubiquinone biosynthesis methyltransferase COQ5	Coenzyme transport and metabolism 	METABOLISM
1579377	1579187	KOG1541	Predicted protein carboxyl methylase	General function prediction only 	POORLY CHARACTERIZED
614411	614221	KOG1546	Metacaspase involved in regulation of apoptosis	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
890872	890682	KOG1546	Metacaspase involved in regulation of apoptosis	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
908681	908491	KOG1546	Metacaspase involved in regulation of apoptosis	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
908733	908543	KOG1546	Metacaspase involved in regulation of apoptosis	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1151021	1150831	KOG1546	Metacaspase involved in regulation of apoptosis	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1583059	1582869	KOG1546	Metacaspase involved in regulation of apoptosis	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1593696	1593506	KOG1546	Metacaspase involved in regulation of apoptosis	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1594772	1594582	KOG1546	Metacaspase involved in regulation of apoptosis	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1596754	1596564	KOG1546	Metacaspase involved in regulation of apoptosis	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1665552	1665362	KOG1546	Metacaspase involved in regulation of apoptosis	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
614411	614221	KOG1546	Metacaspase involved in regulation of apoptosis	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
890872	890682	KOG1546	Metacaspase involved in regulation of apoptosis	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
