#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
1482574	IPR013594	Dynein heavy chain, domain-1	HMMPfam	PF08385	Dynein heavy chain, N-terminal region 1	1	244,	807,	8.7E-190
1482589	\N	\N	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	1,	20,	5.0
1482613	IPR000719	Protein kinase domain	HMMPfam	PF00069	Protein kinase domain	1	4,	134,	2.8E-9
1482613	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	1	1,	160,	13.362
1482613	IPR011009	Protein kinase-like domain	SUPERFAMILY	SSF56112	\N	1	2,	140,	2.29E-18
1482764	IPR000683	Oxidoreductase, N-terminal	HMMPfam	PF01408	Oxidoreductase family, NAD-binding Rossmann fold	1	27,	150,	3.0E-23
1482764	IPR004104	Oxidoreductase, C-terminal	HMMPfam	PF02894	Oxidoreductase family, C-terminal alpha/beta domain	1	162,	224,	1.8E-5
1482764	\N	\N	SUPERFAMILY	SSF51735	\N	1	22,	181,	2.37E-46
1482764	\N	\N	SUPERFAMILY	SSF55347	\N	1	155,	344,	5.89E-23
1482799	IPR022742	Putative lysophospholipase	HMMPfam	PF12146	Putative lysophospholipase	1	20,	75,	3.6E-15
1482799	IPR029058	Alpha/Beta hydrolase fold	SUPERFAMILY	SSF53474	\N	1	10,	160,	1.76E-19
1482994	IPR001373	Cullin, N-terminal	HMMPfam	PF00888	Cullin family	1	9,	548,	4.0E-95
1482994	IPR019559	Cullin protein, neddylation domain	HMMPfam	PF10557	Cullin protein neddylation domain	1	575,	640,	1.9E-23
1482994	IPR016158	Cullin homology	ProSiteProfiles	PS50069	Cullin family profile.	1	295,	519,	44.658
1482994	IPR016158	Cullin homology	SMART	SM00182	Cullin	1	325,	469,	3.7E-31
1482994	IPR019559	Cullin protein, neddylation domain	SMART	SM00884	Cullin protein neddylation domain	1	575,	642,	2.9E-26
1482994	\N	\N	SUPERFAMILY	SSF46785	\N	1	559,	648,	2.58E-24
1482994	IPR016159	Cullin repeat-like-containing domain	SUPERFAMILY	SSF74788	\N	1	9,	246,	3.4E-44
1482994	IPR016158	Cullin homology	SUPERFAMILY	SSF75632	\N	1	294,	561,	1.57E-74
1483007	\N	\N	HMMPfam	PF13738	Pyridine nucleotide-disulphide oxidoreductase	1	191,	386,	1.9E-21
1483007	\N	\N	PRINTS	PR00411	Pyridine nucleotide disulphide reductase class-I signature	2	189,354,	211,379,	2.807782E-6,2.807782E-6
1483007	\N	\N	SUPERFAMILY	SSF51905	\N	2	187,353,	402,533,	1.46E-37,2.92E-5
1483007	\N	\N	SUPERFAMILY	SSF54427	\N	1	30,	125,	1.57E-7
1483229	IPR002925	Dienelactone hydrolase	HMMPfam	PF01738	Dienelactone hydrolase family	1	58,	268,	1.1E-10
1483229	IPR029058	Alpha/Beta hydrolase fold	SUPERFAMILY	SSF53474	\N	1	48,	274,	1.47E-9
1483287	IPR018015	Bladder cancer-related BC10-like	HMMPfam	PF06726	Bladder cancer-related protein BC10	1	1,	55,	2.2E-10
1483291	IPR007052	CS domain	HMMPfam	PF04969	CS domain	1	22,	94,	1.0E-7
1483291	IPR007052	CS domain	ProSiteProfiles	PS51203	CS domain profile.	1	2,	106,	17.403
1483291	IPR008978	HSP20-like chaperone	SUPERFAMILY	SSF49764	\N	1	1,	164,	2.79E-29
1483428	IPR000719	Protein kinase domain	HMMPfam	PF00069	Protein kinase domain	1	104,	340,	3.4E-69
1483428	IPR008271	Serine/threonine-protein kinase, active site	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	1	200,	212,	-
1483428	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	1	23,	340,	48.428
1483428	IPR002290	Serine/threonine/dual specificity protein kinase, catalytic  domain	SMART	SM00220	Serine/Threonine protein kinases, catalytic domain	1	23,	340,	3.5E-92
1483428	IPR011009	Protein kinase-like domain	SUPERFAMILY	SSF56112	\N	2	15,102,	41,349,	2.14E-80,2.14E-80
1483565	IPR004038	Ribosomal protein L7Ae/L30e/S12e/Gadd45	HMMPfam	PF01248	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family	1	125,	209,	2.1E-21
1483565	IPR018492	Ribosomal protein L7Ae/L8/Nhp2 family	PRINTS	PR00881	Ribosomal protein L7A/RS6 family signature	4	135,154,170,180,	149,167,180,194,	9.3E-21,9.3E-21,9.3E-21,9.3E-21
1483565	IPR001921	Ribosomal protein L7A/L8	PRINTS	PR00882	Ribosomal protein L7A family signature	7	33,50,70,94,131,192,224,	50,67,89,107,151,216,244,	7.0E-66,7.0E-66,7.0E-66,7.0E-66,7.0E-66,7.0E-66,7.0E-66
1483565	IPR004037	Ribosomal protein L7Ae conserved site	ProSitePatterns	PS01082	Ribosomal protein L7Ae signature.	1	173,	190,	-
1483565	IPR029064	50S ribosomal protein L30e-like	SUPERFAMILY	SSF55315	\N	1	88,	224,	6.87E-31
1483773	IPR012319	DNA glycosylase/AP lyase, catalytic domain	HMMPfam	PF01149	Formamidopyrimidine-DNA glycosylase N-terminal domain	1	2,	138,	3.5E-23
1483773	IPR015886	DNA glycosylase/AP lyase, H2TH DNA-binding	HMMPfam	PF06831	Formamidopyrimidine-DNA glycosylase H2TH domain	1	152,	242,	2.0E-23
1483773	IPR012319	DNA glycosylase/AP lyase, catalytic domain	ProSiteProfiles	PS51068	Formamidopyrimidine-DNA glycosylase catalytic domain profile.	1	2,	135,	18.012
1483773	IPR012319	DNA glycosylase/AP lyase, catalytic domain	SMART	SM00898	Formamidopyrimidine-DNA glycosylase N-terminal domain	1	2,	138,	7.9E-14
1483773	IPR010979	Ribosomal protein S13-like, H2TH	SUPERFAMILY	SSF46946	\N	1	152,	237,	8.37E-24
1483773	IPR012319	DNA glycosylase/AP lyase, catalytic domain	SUPERFAMILY	SSF81624	\N	1	2,	157,	8.63E-23
1483796	IPR001680	WD40 repeat	HMMPfam	PF00400	WD domain, G-beta repeat	2	149,248,	183,282,	0.092,0.0011
1483796	IPR007148	Small-subunit processome, Utp12	HMMPfam	PF04003	Dip2/Utp12 Family	1	545,	664,	5.0E-13
1483796	IPR019775	WD40 repeat, conserved site	ProSitePatterns	PS00678	Trp-Asp (WD) repeats signature.	2	170,269,	184,283,	-,-
1483796	IPR001680	WD40 repeat	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	2	172,250,	192,283,	9.272,13.015
1483796	IPR017986	WD40-repeat-containing domain	ProSiteProfiles	PS50294	Trp-Asp (WD) repeats circular profile.	2	147,250,	192,291,	8.914,12.077
1483796	IPR001680	WD40 repeat	SMART	SM00320	WD40 repeats	3	69,138,243,	135,183,282,	360.0,0.061,0.0018
1483796	IPR017986	WD40-repeat-containing domain	SUPERFAMILY	SSF50978	\N	2	36,121,	93,339,	6.28E-24,6.28E-24
1483842	IPR002646	Poly A polymerase, head domain	HMMPfam	PF01743	Poly A polymerase head domain	1	33,	173,	9.0E-26
1483842	\N	\N	SUPERFAMILY	SSF81301	\N	1	18,	170,	9.26E-29
1483842	\N	\N	SUPERFAMILY	SSF81891	\N	3	171,317,407,	290,336,531,	2.22E-32,2.22E-32,2.22E-32
1483920	IPR001214	SET domain	HMMPfam	PF00856	SET domain	1	152,	268,	6.1E-24
1483920	IPR007728	Pre-SET domain	HMMPfam	PF05033	Pre-SET motif	1	26,	133,	1.8E-16
1483920	IPR001214	SET domain	ProSiteProfiles	PS50280	SET domain profile.	1	141,	269,	17.035
1483920	IPR007728	Pre-SET domain	ProSiteProfiles	PS50867	Pre-SET domain profile.	1	71,	138,	9.709
1483920	IPR003616	Post-SET domain	ProSiteProfiles	PS50868	Post-SET domain profile.	1	286,	302,	9.806
1483920	IPR001214	SET domain	SMART	SM00317	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain	1	141,	275,	1.1E-33
1483920	IPR003606	Pre-SET zinc-binding sub-group	SMART	SM00468	N-terminal to some SET domains	1	19,	125,	6.7E-4
1483920	\N	\N	SUPERFAMILY	SSF82199	\N	1	31,	299,	2.49E-63
1483944	IPR001313	Pumilio RNA-binding repeat	HMMPfam	PF00806	Pumilio-family RNA binding repeat	6	540,576,615,650,688,724,	573,608,646,681,717,743,	3.7E-6,5.9E-9,1.3E-4,3.9E-8,3.0E-8,4.1E-5
1483944	IPR001313	Pumilio RNA-binding repeat	ProSiteProfiles	PS50302	Pumilio RNA-binding repeat profile.	8	539,575,611,652,684,720,756,792,	574,610,648,683,719,755,791,829,	9.62,10.134,8.991,6.564,10.087,10.297,8.314,10.25
1483944	IPR001313	Pumilio RNA-binding repeat	ProSiteProfiles	PS50303	Pumilio homology domain (PUM-HD) profile.	1	518,	855,	112.534
1483944	IPR001313	Pumilio RNA-binding repeat	SMART	SM00025	Pumilio-like repeats	8	539,575,611,648,684,720,756,794,	574,610,647,683,719,755,791,829,	1.2E-5,2.3E-8,0.064,4.8E-5,1.5E-7,0.0014,6.3E-4,0.0018
1483944	IPR016024	Armadillo-type fold	SUPERFAMILY	SSF48371	\N	1	527,	852,	1.76E-110
1483969	IPR024371	Acetyl-coenzyme A transporter 1	HMMPfam	PF13000	Acetyl-coenzyme A transporter 1	2	117,403,	314,508,	6.4E-67,1.0E-34
1483969	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	1	99,	493,	1.29E-20
1484027	IPR007557	PSP1, C-terminal	HMMPfam	PF04468	PSP1 C-terminal conserved region	1	598,	674,	5.3E-26
1484027	IPR007557	PSP1, C-terminal	ProSiteProfiles	PS51411	PSP1 C-terminal domain profile.	1	599,	684,	17.157
1484097	IPR016082	Ribosomal protein L30, ferredoxin-like fold domain	HMMPfam	PF00327	Ribosomal protein L30p/L7e	1	66,	116,	3.7E-9
1484097	IPR016082	Ribosomal protein L30, ferredoxin-like fold domain	SUPERFAMILY	SSF55129	\N	1	66,	119,	6.67E-13
1484124	IPR013726	Protein of unknown function DUF1748, fungi	HMMPfam	PF08520	Fungal protein of unknown function (DUF1748)	1	3,	71,	1.5E-23
1484161	IPR002220	DapA-like	HMMPfam	PF00701	Dihydrodipicolinate synthetase family	1	12,	298,	2.9E-44
1484161	IPR002220	DapA-like	PIRSF	PIRSF001365	\N	1	1,	309,	298.0
1484161	IPR002220	DapA-like	PRINTS	PR00146	Dihydrodipicolinate synthase signature	3	39,79,138,	60,97,155,	5.0E-14,5.0E-14,5.0E-14
1484161	\N	\N	SUPERFAMILY	SSF51569	\N	1	2,	301,	2.3E-70
1484213	IPR007834	DSS1/SEM1	HMMPfam	PF05160	DSS1/SEM1 family	1	23,	95,	7.8E-20
1484222	IPR001509	NAD-dependent epimerase/dehydratase, N-terminal domain	HMMPfam	PF01370	NAD dependent epimerase/dehydratase family	1	30,	206,	1.1E-22
1484222	\N	\N	SUPERFAMILY	SSF51735	\N	1	28,	304,	5.69E-44
1484245	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar (and other) transporter	1	12,	468,	5.2E-108
1484245	IPR003663	Sugar/inositol transporter	PRINTS	PR00171	Sugar transporter signature	5	19,107,272,370,393,	29,126,282,391,405,	6.0E-24,6.0E-24,6.0E-24,6.0E-24,6.0E-24
1484245	IPR005829	Sugar transporter, conserved site	ProSitePatterns	PS00217	Sugar transport proteins signature 2.	1	112,	137,	-
1484245	IPR020846	Major facilitator superfamily domain	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	1	11,	457,	44.662
1484245	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	1	6,	464,	2.09E-64
1484245	IPR003663	Sugar/inositol transporter	TIGRFAM	TIGR00879	SP: MFS transporter, sugar porter (SP) family	1	7,	464,	2.3E-103
1484259	IPR001680	WD40 repeat	HMMPfam	PF00400	WD domain, G-beta repeat	6	53,137,182,229,470,517,	84,169,215,259,507,550,	0.0024,0.076,2.1E-4,1.4E-10,4.4E-4,4.1E-5
1484259	IPR020472	G-protein beta WD-40 repeat	PRINTS	PR00320	G protein beta WD-40 repeat signature	3	71,246,580,	85,260,594,	1.3E-5,1.3E-5,1.3E-5
1484259	IPR019775	WD40 repeat, conserved site	ProSitePatterns	PS00678	Trp-Asp (WD) repeats signature.	2	246,580,	260,594,	-,-
1484259	IPR001680	WD40 repeat	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	5	52,183,227,475,518,	85,224,268,516,550,	9.372,10.074,17.292,11.478,10.642
1484259	IPR017986	WD40-repeat-containing domain	ProSiteProfiles	PS50294	Trp-Asp (WD) repeats circular profile.	1	52,	598,	31.323
1484259	IPR001680	WD40 repeat	SMART	SM00320	WD40 repeats	10	45,133,176,218,307,347,427,468,511,551,	84,173,215,259,346,386,463,507,550,593,	0.0056,0.087,7.6E-4,2.7E-8,16.0,260.0,39.0,6.5E-6,2.3E-4,2.7
1484259	IPR017986	WD40-repeat-containing domain	SUPERFAMILY	SSF50978	\N	2	25,310,	270,594,	2.98E-43,2.43E-38
1484267	IPR002715	Nascent polypeptide-associated complex NAC domain	HMMPfam	PF01849	NAC domain	1	40,	97,	6.0E-22
1484267	IPR002715	Nascent polypeptide-associated complex NAC domain	ProSiteProfiles	PS51151	NAC A/B domain profile.	1	37,	102,	18.861
1484270	IPR000182	GNAT domain	HMMPfam	PF00583	Acetyltransferase (GNAT) family	1	67,	144,	2.8E-15
1484270	IPR000182	GNAT domain	ProSiteProfiles	PS51186	Gcn5-related N-acetyltransferase (GNAT) domain profile.	1	9,	168,	19.202
1484270	IPR016181	Acyl-CoA N-acyltransferase	SUPERFAMILY	SSF55729	\N	1	9,	162,	4.8E-32
1484275	IPR002108	Actin-depolymerising factor homology domain	HMMPfam	PF00241	Cofilin/tropomyosin-type actin-binding protein	1	8,	130,	2.1E-18
1484275	IPR002108	Actin-depolymerising factor homology domain	ProSiteProfiles	PS51263	ADF-H domain profile.	1	1,	134,	32.075
1484275	IPR002108	Actin-depolymerising factor homology domain	SMART	SM00102	Actin depolymerisation factor/cofilin -like domains	1	7,	134,	5.6E-13
1484275	\N	\N	SUPERFAMILY	SSF55753	\N	1	5,	142,	7.14E-40
1484363	IPR011701	Major facilitator superfamily	HMMPfam	PF07690	Major Facilitator Superfamily	1	81,	434,	1.1E-28
1484363	IPR020846	Major facilitator superfamily domain	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	1	75,	472,	9.719
1484363	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	1	57,	469,	3.66E-61
1484386	IPR011701	Major facilitator superfamily	HMMPfam	PF07690	Major Facilitator Superfamily	1	51,	403,	7.5E-25
1484386	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	1	33,	448,	2.88E-55
1484459	\N	\N	HMMPfam	PF08700	Vps51/Vps67	1	31,	113,	5.4E-24
1484472	IPR019402	Frag1/DRAM/Sfk1	HMMPfam	PF10277	Frag1/DRAM/Sfk1 family	1	10,	221,	1.1E-38
1484540	IPR010619	Domain of unknown function DUF1212	HMMPfam	PF06738	Protein of unknown function (DUF1212)	1	231,	427,	4.2E-31
1484540	IPR024528	Domain of unknown function DUF3815	HMMPfam	PF12821	Protein of unknown function (DUF3815)	1	554,	679,	7.0E-11
1484588	IPR020683	Ankyrin repeat-containing domain	HMMPfam	PF12796	Ankyrin repeats (3 copies)	1	15,	102,	2.3E-14
1484588	IPR002110	Ankyrin repeat	ProSiteProfiles	PS50088	Ankyrin repeat profile.	1	41,	73,	13.704
1484588	IPR020683	Ankyrin repeat-containing domain	ProSiteProfiles	PS50297	Ankyrin repeat region circular profile.	1	15,	108,	22.914
1484588	IPR002110	Ankyrin repeat	SMART	SM00248	ankyrin repeats	2	41,74,	70,100,	1.3E-5,740.0
1484588	IPR020683	Ankyrin repeat-containing domain	SUPERFAMILY	SSF48403	\N	1	11,	109,	2.8E-24
1484661	IPR007590	CWC16 protein	HMMPfam	PF04502	Family of unknown function (DUF572)	1	3,	295,	9.7E-61
1484668	IPR005135	Endonuclease/exonuclease/phosphatase	HMMPfam	PF03372	Endonuclease/Exonuclease/phosphatase family	1	298,	468,	1.1E-8
1484668	IPR000300	Inositol polyphosphate-related phosphatase	SMART	SM00128	Inositol polyphosphate phosphatase, catalytic domain homologues	1	224,	501,	1.1E-9
1484668	IPR005135	Endonuclease/exonuclease/phosphatase	SUPERFAMILY	SSF56219	\N	2	64,270,	133,477,	7.92E-25,7.92E-25
1484675	IPR001452	SH3 domain	HMMPfam	PF00018	SH3 domain	1	102,	141,	5.3E-13
1484675	IPR001452	SH3 domain	PRINTS	PR00452	SH3 domain signature	3	107,124,135,	122,133,147,	6.8E-8,6.8E-8,6.8E-8
1484675	IPR001452	SH3 domain	ProSiteProfiles	PS50002	Src homology 3 (SH3) domain profile.	1	88,	149,	16.61
1484675	IPR001452	SH3 domain	SMART	SM00326	Src homology 3 domains	1	91,	148,	8.5E-19
1484675	IPR001452	SH3 domain	SUPERFAMILY	SSF50044	\N	1	81,	170,	3.68E-22
1484741	IPR006808	ATPase, F0 complex, subunit G, mitochondrial	HMMPfam	PF04718	Mitochondrial ATP synthase g subunit	1	74,	164,	8.4E-20
1484793	IPR008253	Marvel domain	HMMPfam	PF01284	Membrane-associating domain	1	49,	205,	1.2E-11
1484893	\N	\N	HMMPfam	PF13920	Zinc finger, C3HC4 type (RING finger)	1	198,	256,	2.7E-11
1484893	IPR001841	Zinc finger, RING-type	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	1	200,	251,	11.073
1484893	IPR001841	Zinc finger, RING-type	SMART	SM00184	Ring finger	1	200,	250,	4.4E-6
1484893	\N	\N	SUPERFAMILY	SSF57850	\N	1	188,	257,	5.81E-13
1485468	IPR001104	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal	HMMPfam	PF02544	3-oxo-5-alpha-steroid 4-dehydrogenase	1	156,	312,	1.1E-31
1485468	IPR001104	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal	ProSiteProfiles	PS50244	Steroid 5-alpha reductase C-terminal domain profile.	1	209,	287,	19.296
1485579	IPR004598	Transcription factor TFIIH subunit p52/Tfb2	HMMPfam	PF03849	Transcription factor Tfb2	1	24,	381,	2.0E-132
1485579	IPR004598	Transcription factor TFIIH subunit p52/Tfb2	TIGRFAM	TIGR00625	tfb2: transcription factor Tfb2	1	23,	466,	1.2E-164
1485679	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	ProSiteProfiles	PS50048	Zn(2)-C6 fungal-type DNA-binding domain profile.	1	116,	145,	8.676
1485679	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	SMART	SM00066	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain	1	111,	156,	0.0071
1485704	IPR001128	Cytochrome P450	HMMPfam	PF00067	Cytochrome P450	1	83,	533,	2.5E-60
1485704	IPR001128	Cytochrome P450	PRINTS	PR00385	P450 superfamily signature	4	330,392,492,501,	347,403,501,512,	3.4E-11,3.4E-11,3.4E-11,3.4E-11
1485704	IPR002401	Cytochrome P450, E-class, group I	PRINTS	PR00463	E-class P450 group I signature	4	319,339,491,501,	336,365,501,524,	3.1E-13,3.1E-13,3.1E-13,3.1E-13
1485704	IPR017972	Cytochrome P450, conserved site	ProSitePatterns	PS00086	Cytochrome P450 cysteine heme-iron ligand signature.	1	494,	503,	-
1485704	IPR001128	Cytochrome P450	SUPERFAMILY	SSF48264	\N	1	38,	531,	1.02E-81
1485709	IPR000504	RNA recognition motif domain	HMMPfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	1	348,	399,	1.8E-8
1485709	IPR002075	Nuclear transport factor 2	HMMPfam	PF02136	Nuclear transport factor 2 (NTF2) domain	1	12,	128,	4.9E-28
1485709	IPR000504	RNA recognition motif domain	ProSiteProfiles	PS50102	Eukaryotic RNA Recognition Motif (RRM) profile.	1	345,	419,	11.503
1485709	IPR018222	Nuclear transport factor 2, eukaryote	ProSiteProfiles	PS50177	Nuclear transport factor 2 domain profile.	1	12,	128,	28.517
1485709	IPR000504	RNA recognition motif domain	SMART	SM00360	RNA recognition motif	1	346,	415,	1.7E-7
1485709	\N	\N	SUPERFAMILY	SSF54427	\N	1	8,	128,	6.14E-40
1485709	\N	\N	SUPERFAMILY	SSF54928	\N	1	313,	399,	1.28E-10
1485749	IPR008389	ATPase, V0 complex, subunit e1/e2	HMMPfam	PF05493	ATP synthase subunit H	1	6,	66,	5.5E-21
1485752	IPR019325	NEDD4/BSD2	HMMPfam	PF10176	Protein of unknown function (DUF2370)	1	139,	344,	1.3E-50
1485790	IPR000719	Protein kinase domain	HMMPfam	PF00069	Protein kinase domain	1	40,	335,	4.3E-68
1485790	IPR008352	Mitogen-activated protein (MAP) kinase, p38	PRINTS	PR01773	P38 MAP kinase signature	2	297,334,	310,344,	3.1E-6,3.1E-6
1485790	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	1	46,	70,	-
1485790	IPR008271	Serine/threonine-protein kinase, active site	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	1	164,	176,	-
1485790	IPR003527	Mitogen-activated protein (MAP) kinase, conserved site	ProSitePatterns	PS01351	MAP kinase signature.	1	74,	180,	-
1485790	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	1	40,	335,	44.23
1485790	IPR002290	Serine/threonine/dual specificity protein kinase, catalytic  domain	SMART	SM00220	Serine/Threonine protein kinases, catalytic domain	1	40,	335,	3.0E-93
1485790	IPR011009	Protein kinase-like domain	SUPERFAMILY	SSF56112	\N	1	34,	344,	1.62E-91
1485793	IPR001680	WD40 repeat	HMMPfam	PF00400	WD domain, G-beta repeat	5	138,183,346,385,469,	172,217,379,421,507,	2.1E-6,0.033,3.1E-6,1.4E-6,2.7E-13
1485793	IPR007148	Small-subunit processome, Utp12	HMMPfam	PF04003	Dip2/Utp12 Family	1	751,	858,	7.6E-21
1485793	IPR019775	WD40 repeat, conserved site	ProSitePatterns	PS00678	Trp-Asp (WD) repeats signature.	2	366,494,	380,508,	-,-
1485793	IPR001680	WD40 repeat	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	5	141,185,347,389,475,	175,226,388,430,508,	9.807,11.077,13.75,11.344,16.858
1485793	IPR017986	WD40-repeat-containing domain	ProSiteProfiles	PS50294	Trp-Asp (WD) repeats circular profile.	1	92,	558,	50.225
1485793	IPR001680	WD40 repeat	SMART	SM00320	WD40 repeats	13	45,86,134,178,255,297,340,382,424,468,511,572,673,	83,123,173,217,294,337,379,421,465,507,549,611,710,	6.0,0.067,2.9E-6,0.046,91.0,19.0,5.8E-5,1.1E-5,3.9,5.6E-13,0.26,1.1,42.0
1485793	IPR017986	WD40-repeat-containing domain	SUPERFAMILY	SSF50978	\N	3	264,436,676,	349,624,730,	1.12E-7,4.49E-39,4.49E-39
1485793	IPR011047	Quinonprotein alcohol dehydrogenase-like superfamily	SUPERFAMILY	SSF50998	\N	2	25,333,	208,511,	4.32E-70,4.32E-70
1485924	IPR001781	Zinc finger, LIM-type	HMMPfam	PF00412	LIM domain	3	891,950,1036,	946,990,1089,	1.7E-10,4.3E-5,3.0E-8
1485924	IPR001781	Zinc finger, LIM-type	ProSitePatterns	PS00478	LIM zinc-binding domain signature.	2	891,950,	924,989,	-,-
1485924	IPR001781	Zinc finger, LIM-type	ProSiteProfiles	PS50023	LIM domain profile.	2	889,1034,	948,1095,	12.543,11.939
1485924	IPR001781	Zinc finger, LIM-type	SMART	SM00132	Zinc-binding domain present in Lin-11, Isl-1, Mec-3.	3	890,949,1035,	941,1027,1088,	5.8E-11,0.0026,7.9E-11
1485924	\N	\N	SUPERFAMILY	SSF57716	\N	2	916,1012,	985,1067,	5.99E-13,4.28E-7
1486182	IPR000433	Zinc finger, ZZ-type	HMMPfam	PF00569	Zinc finger, ZZ type	1	330,	364,	2.3E-8
1486182	IPR007526	SWIRM domain	HMMPfam	PF04433	SWIRM domain	1	139,	226,	1.2E-34
1486182	\N	\N	HMMPfam	PF13921	Myb-like DNA-binding domain	1	397,	439,	6.3E-10
1486182	IPR007526	SWIRM domain	ProSiteProfiles	PS50934	SWIRM domain profile.	1	138,	235,	29.442
1486182	IPR017884	SANT domain	ProSiteProfiles	PS51293	SANT domain profile.	1	392,	443,	20.112
1486182	IPR000433	Zinc finger, ZZ-type	SMART	SM00291	Zinc-binding domain, present in Dystrophin, CREB-binding protein.	1	326,	370,	3.7E-5
1486182	IPR001005	SANT/Myb domain	SMART	SM00717	SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains	1	393,	441,	2.7E-11
1486182	IPR009057	Homeodomain-like	SUPERFAMILY	SSF46689	\N	2	134,394,	237,443,	2.51E-34,2.24E-11
1486182	\N	\N	SUPERFAMILY	SSF57850	\N	1	329,	367,	8.59E-6
1486249	IPR024550	TFIIEalpha/SarR/Rpc3 HTH domain	HMMPfam	PF02002	TFIIE alpha subunit	1	17,	121,	1.8E-18
1486249	IPR021600	Transcription factor TFIIE alpha subunit, C-terminal	HMMPfam	PF11521	C-terminal general transcription factor TFIIE alpha	1	439,	482,	4.9E-5
1486249	IPR017919	Transcription factor TFE/TFIIEalpha HTH domain	ProSiteProfiles	PS51344	TFE/IIEalpha-type HTH domain profile.	1	14,	105,	18.348
1486249	IPR002853	Transcription factor TFIIE, alpha subunit	SMART	SM00531	Transcription initiation factor IIE	1	28,	176,	1.5E-26
